,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38006,30037339,Luxury Living Condo 2 bdr,225620845,Maria,Brooklyn,Sheepshead Bay,40.58496,-73.95739,Entire home/apt,250,3,4,2019-06-23,0.62,3,360
40948,31854564,Three Bedroom / 2.5 Restroom In Warm Relaxing Home,238733096,Roy,Queens,Richmond Hill,40.68378,-73.83136,Entire home/apt,175,2,7,2019-06-23,2.88,2,345
37959,30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,Jack,Brooklyn,Clinton Hill,40.68632,-73.96292,Entire home/apt,450,2,5,2019-07-05,0.66,1,11
3200,1911641,"Modern Midtown Apt, close to MoMA",5032943,Michael,Manhattan,Midtown,40.75876,-73.96854,Entire home/apt,175,30,2,2015-03-23,0.04,1,342
15275,12228859,NYC Full Studio Walkable to Central Park,5138621,Clare,Manhattan,Upper East Side,40.77619,-73.95106,Entire home/apt,140,2,1,2016-11-07,0.03,1,0
43191,33500292,Close to JFK,146275359,Modupe,Queens,Springfield Gardens,40.68831,-73.75141,Private room,42,3,10,2019-07-06,3.09,3,352
15674,12656785,Loft @ Williamsburg Bedford,19912320,Charles,Brooklyn,Williamsburg,40.71572,-73.95376,Private room,99,5,6,2017-09-09,0.17,2,0
22847,18503701,Oriental Room in Upper Manhattan near Central Park,128413939,Alfred And Lau,Manhattan,Harlem,40.80584,-73.95272,Private room,78,3,88,2019-06-22,3.36,1,189
34132,27057237,"Bright, Industrial-Chic 1 Bedroom w/Outdoor Patio",203585325,Judd,Brooklyn,Prospect-Lefferts Gardens,40.6597,-73.94863,Entire home/apt,200,2,4,2019-03-20,0.34,1,11
25143,20147628,Beautiful modern apartment with private deck!,4391397,Eva,Brooklyn,Windsor Terrace,40.65783,-73.98236,Entire home/apt,150,2,4,2019-04-28,0.34,2,4
40169,31167183,Luxury private whole apartment 6 people Bushwick!!,81662935,Kamaran,Brooklyn,Bedford-Stuyvesant,40.68382,-73.91467,Entire home/apt,97,2,19,2019-06-27,3.0,2,340
31790,24799677,1 Bedroom available in a four bedroom house,25109819,Stefanos,Queens,Astoria,40.75989,-73.91571,Private room,40,1,5,2018-05-30,0.35,1,0
308,71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,2014-05-13,0.5,1,188
16436,13191433,Big Private Bedroom perfect for Professionals,49117269,Varos,Queens,Long Island City,40.75768,-73.92897,Private room,75,15,14,2019-04-13,0.88,2,16
21155,16792022,Sunny peaceful eclectic Williamsburg apartment,30724451,Arden,Brooklyn,Williamsburg,40.71609,-73.94791,Private room,44,3,7,2019-06-03,0.24,1,0
15240,12189652,"Cozy, boho room in heart of Bedstuy",14131713,Liz,Brooklyn,Bedford-Stuyvesant,40.6848,-73.93471,Private room,110,1,2,2016-05-12,0.05,2,342
964,385190,"Beautiful 1 bdrm, Inwood Manhattan",1928213,Brace,Manhattan,Inwood,40.87039,-73.91611,Private room,100,1,20,2019-06-06,0.28,1,0
3057,1805150,nice room in bedstuy B,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68366,-73.95009,Private room,61,1,71,2019-07-04,1.06,15,314
8480,6522849,Home Sweet Home :),26439972,Leonit,Brooklyn,Sheepshead Bay,40.60078,-73.96527,Private room,59,1,5,2019-01-03,0.13,1,319
2714,1465446,Historic Townhouse with Private Backyard,7850260,Raymond,Manhattan,Harlem,40.80533,-73.94665,Entire home/apt,175,1,152,2019-07-04,4.54,3,248
37597,29827109,Modern 1BR in Williamsburg by NÔM Stays,732460,Nôm,Brooklyn,Williamsburg,40.71081,-73.96695,Entire home/apt,120,29,5,2019-06-03,0.75,7,0
45392,34716516,BIG SUNNY PRIVATE ROOM in BOHEMIAN WILLIAMSBURG,246680134,Anastasiia,Brooklyn,Williamsburg,40.71872,-73.95949,Private room,92,1,6,2019-07-01,3.4,2,16
25259,20205846,Cozy room+15mins Manhattan/15mins Laguradia,103488282,Kaka,Queens,Sunnyside,40.74572,-73.92198,Private room,78,1,74,2019-06-22,3.19,5,88
20214,16172073,Sunny renovated 1 BR in Brooklyn by Prospect Park,105572605,Peter,Brooklyn,Flatbush,40.64745,-73.96207,Entire home/apt,72,1,15,2019-06-23,3.13,1,1
8437,6478214,Studio apartment in the heart of Chelsea,7898046,Zachariah,Manhattan,Chelsea,40.73992,-73.99888,Entire home/apt,199,2,71,2017-08-05,1.42,1,0
23412,18949137,"Clean and Simple 1-Bedroom, Steps from University",33683538,Frank,Manhattan,Morningside Heights,40.81002,-73.95958,Entire home/apt,120,12,11,2019-04-22,0.43,1,0
16544,13250303,Single room in Bed-Stuy,38322121,Pierre-Alexis,Brooklyn,Bedford-Stuyvesant,40.69484,-73.95852,Private room,70,3,2,2016-06-23,0.05,1,0
43906,33937444,NEW! Beautiful room in flat w/ rooftop in SOHO :),35955942,Corinna,Manhattan,Nolita,40.72365,-73.99377,Private room,150,4,2,2019-06-10,1.82,1,6
12685,9728168,*Manhattan Luxury Apt - Walk to TSQ,5124437,Anna,Manhattan,Hell's Kitchen,40.76172,-73.99917,Entire home/apt,189,3,4,2015-12-15,0.09,1,0
24985,20014534,Minimalist Private Bedroomm - Clean/Spacious/Airy,43010827,Joshua,Brooklyn,Williamsburg,40.71385,-73.93739,Private room,45,3,5,2018-07-24,0.21,1,0
32710,25774497,Sanctuary on Court Street (Carroll Gardens),61017447,Catherine,Brooklyn,Carroll Gardens,40.6755,-73.99806,Private room,100,2,35,2019-06-09,2.75,1,0
11369,8840563,Sunny 1 bedroom long or short term,42621530,Maory,Brooklyn,Williamsburg,40.71097,-73.95886,Entire home/apt,1150,7,2,2015-12-07,0.04,1,0
18018,14110144,Cozy 1+ br apt. on Riverside Dr,8349334,Benjamin,Manhattan,Morningside Heights,40.80822,-73.96567,Entire home/apt,190,5,9,2019-01-02,0.26,1,0
23746,19179961,Orange in Cypress Hills,133812877,Heather,Brooklyn,Cypress Hills,40.68106,-73.88916,Private room,65,3,23,2019-05-01,0.95,3,321
42670,33127624,Exclusive home near JFK and Long Island Rail Road.,245002893,Christopher,Queens,Rosedale,40.66875,-73.73627,Private room,70,1,3,2019-06-02,1.11,2,180
13307,10015195,Madison Avenue 1 Bedroom Suite,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75093,-73.98096,Entire home/apt,110,30,1,2016-09-30,0.03,31,133
19528,15604499,The Parachute Loft Bedrm 1,62605071,Anna,Brooklyn,Coney Island,40.57505,-74.00161,Private room,95,1,76,2019-07-05,2.44,2,163
36921,29341918,Perfect location UWS private room private bath,218272490,Miki,Manhattan,Upper West Side,40.78177,-73.97878,Private room,85,2,23,2019-04-13,2.64,1,79
843,296658,Sublet in Brooklyn/Lefferts Gardens,1530106,Glenn,Brooklyn,Crown Heights,40.66469,-73.96091,Private room,44,5,2,2017-09-21,0.09,1,0
7375,5445743,"Cozy, private room in Bed-Stuy Apt!",17246368,Sam,Brooklyn,Bedford-Stuyvesant,40.6848,-73.94939,Private room,45,2,43,2019-03-29,0.82,1,302
25201,20175580,Times Square Cozy Bedroom in Luxury Building,3370543,Thomas,Manhattan,Hell's Kitchen,40.75747,-73.99039,Private room,174,3,17,2019-06-23,0.73,1,65
8665,6659165,Room available in BUSHWICK!,12720552,Julie,Brooklyn,Bushwick,40.70168,-73.92845,Private room,70,1,20,2019-05-27,0.42,5,332
16050,12973288,Private room for pair,68139551,Kamil,Queens,Maspeth,40.72103,-73.89458,Private room,60,1,30,2019-01-05,0.78,3,364
10974,8473532,"Beautiful, rustic room in artistic apt.",44623374,Jordan,Brooklyn,Crown Heights,40.67763,-73.95943,Private room,65,1,5,2016-06-20,0.11,1,0
35172,27903413,Cozy 1 BR APT->CHELSEA!!!,210783572,Enrica,Manhattan,Chelsea,40.74186,-74.00372,Entire home/apt,180,4,3,2019-04-13,0.31,1,0
43977,33974640,BEAUTIFUL PRIVATE ROOM CLOSE TO MANHATTAN,32167398,Meela,Queens,Astoria,40.75771,-73.92724,Private room,50,1,3,2019-05-31,1.34,5,318
23335,18894145,"Bright, Beautiful & Welcoming in Williamsburg",24589216,Heidi,Brooklyn,Williamsburg,40.70849,-73.9619,Private room,80,1,19,2019-02-02,1.11,2,0
44878,34446664,Home away from home,260038086,Kimberly,Queens,Laurelton,40.6688,-73.74384,Entire home/apt,254,3,2,2019-06-03,1.46,1,24
21720,17459930,Cozy room in prime williamsburg!,118226205,Sahar,Brooklyn,Williamsburg,40.71738,-73.94158,Private room,69,2,61,2019-06-22,2.14,3,42
41587,32332953,Glorious Bedstuy: Large room with a work station.,148102066,Beauty,Brooklyn,Bedford-Stuyvesant,40.69433,-73.9432,Private room,60,1,22,2019-07-07,4.49,4,282
10938,8439145,"Beautiful, Secure, Central NYC Apartment!",7654837,George,Manhattan,Midtown,40.75287,-73.97439,Entire home/apt,149,10,3,2019-01-01,0.13,1,14
33527,26522298,"Magical  Brownstone in Fort Greene, Artist Room",41099363,Maria,Brooklyn,Fort Greene,40.68992,-73.97528,Private room,120,4,4,2019-05-16,0.45,3,291
45689,34907095,Gorgeous Apartment in a Historic Brownstone,13874881,Marina,Brooklyn,Crown Heights,40.67672,-73.94856,Entire home/apt,90,3,4,2019-06-28,4.0,1,18
3386,2028432,Sunny Private Studio With Backyard Close 2 Subway!,10243387,Mirlet,Queens,Long Island City,40.75832,-73.92874,Private room,72,3,26,2019-03-14,0.41,2,307
30220,23327138,"One stop from Manhattan, great area, private bd/br",10826173,Katya,Queens,Long Island City,40.74825,-73.94095,Private room,120,2,3,2018-05-10,0.21,1,0
9270,7087255,Charming Windsor Terrace Home,3974249,Amanda,Brooklyn,Windsor Terrace,40.65459,-73.97475,Entire home/apt,267,2,14,2018-12-29,0.42,1,1
25485,20394850,Upper East Side with outdoor space,145328112,Sheldon,Manhattan,Upper East Side,40.77002,-73.96183,Entire home/apt,150,7,1,2017-08-12,0.04,1,0
45050,34508048,Bedstuy On 4th.,63554174,Sharon,Brooklyn,Bedford-Stuyvesant,40.69091,-73.94514,Entire home/apt,115,30,4,2019-06-10,2.35,1,133
9842,7572637,Lovely 2 bedroom prime location,4398238,Andrew,Brooklyn,Prospect Heights,40.67505,-73.96711,Entire home/apt,175,2,5,2016-09-18,0.11,1,0
47266,35667379,Renovated apartment near 1 train ( & Columbia),222549093,Anna Laura,Manhattan,Harlem,40.81668,-73.9569,Private room,65,1,1,2019-07-06,1.0,3,17
44700,34365445,"2 BR Apt close to LGA, JFK & Midtown (3B)",259229690,Rina,Queens,Woodside,40.74632,-73.89382,Entire home/apt,179,1,4,2019-07-05,2.22,4,75
35263,27961920,CORNER SUITE HIGH CELING in a Luxury Building,828519,Teresa,Manhattan,Hell's Kitchen,40.7603,-73.98822,Private room,149,5,13,2019-06-23,1.26,1,123
4533,3143596,Open Loft in Historic Townhome - Near Metro & Food,3323488,Tenisha & Marty,Brooklyn,Bedford-Stuyvesant,40.68452,-73.95535,Entire home/apt,145,2,119,2019-05-15,1.96,2,218
23976,19332658,Big & Sunny Brooklyn Room | TV/AC/Private Bath,3734323,Colin,Brooklyn,Bushwick,40.6883,-73.91383,Private room,65,5,5,2017-09-25,0.2,3,0
14199,10958463,Nice bedroom at Manhattan -Upper East Side/Harlem,21784104,Paulo,Manhattan,East Harlem,40.79226,-73.93895,Private room,150,3,73,2019-05-25,1.85,1,32
41455,32240417,Sonder | Stock Exchange | Airy 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.7074,-74.01043,Entire home/apt,227,2,6,2019-06-16,2.5,327,328
13275,9997980,Quiet 2B duplex in Nolita / Soho,8302904,Anthony,Manhattan,Nolita,40.72336,-73.99618,Private room,59,60,6,2016-11-26,0.15,1,0
1262,541725,"Entire loft, best Williamsburg",1879389,Christina,Brooklyn,Williamsburg,40.71872,-73.96042,Entire home/apt,189,4,33,2019-04-07,0.44,2,1
18709,14808890,Comfortable Twin Size Bed Near Airport,51550484,Zhur,Queens,Richmond Hill,40.69416,-73.84698,Private room,47,2,25,2019-06-10,1.13,2,152
10287,7871818,"Artist/Musician Apartment, Bushwick",4769886,Tom & Nic,Brooklyn,Bushwick,40.69533,-73.92053,Private room,109,2,105,2019-06-27,2.25,2,244
9449,7246757,Amazing LES Manhattan Apt in LES,3586177,Marianna,Manhattan,Lower East Side,40.7201,-73.9841,Entire home/apt,175,3,44,2019-06-23,0.92,1,34
30595,23668743,Family Studio near Empire State #56,177174475,Alberto,Manhattan,Midtown,40.74796,-73.98788,Entire home/apt,120,1,7,2019-06-01,0.51,17,232
11367,8838957,Lovely Space in the heart of SoHo!,10595200,Lauren,Manhattan,SoHo,40.72549,-74.00523,Entire home/apt,165,10,31,2019-05-16,0.71,1,55
33271,26272989,Lovely Prospect Heights duplex with private patio,19562,Putri,Brooklyn,Crown Heights,40.68054,-73.96278,Entire home/apt,190,2,1,2018-08-10,0.09,1,0
26410,21025840,3 blocks from Subway express! Clean & Cozy,33167995,Kyle,Brooklyn,Crown Heights,40.67071,-73.95381,Private room,70,4,8,2018-05-23,0.37,1,6
45680,34903478,Roomy & Spacious Modern  Bedroom near J train,5680111,Timothy,Brooklyn,Bushwick,40.68757,-73.91343,Private room,65,5,2,2019-06-13,1.71,7,139
16982,13497305,"Stunning, Prime, Beautiful NYC",2861768,Justin,Manhattan,Harlem,40.81266,-73.95152,Private room,69,10,20,2018-05-29,0.54,3,0
43994,33987887,Clean Comfortable and Private.,204244117,Patrola,Manhattan,Harlem,40.82609,-73.94948,Private room,49,1,11,2019-07-04,5.5,2,180
10875,8388278,Bright Williamsburg Apartment,25370219,Sacha,Brooklyn,Williamsburg,40.71495,-73.96321,Private room,65,2,12,2017-01-31,0.26,1,0
31585,24606641,Classy Antique Private Bedroom 20-minutes to Ferry,99202586,Thelma,Staten Island,Randall Manor,40.62947,-74.12991,Private room,79,2,4,2019-07-01,0.3,5,355
27279,21549541,"Spacious, sunny apartment near Prospect Park",1745206,Channing,Brooklyn,Crown Heights,40.66598,-73.95427,Entire home/apt,150,2,10,2019-03-17,0.53,1,0
3342,2000576,3BR in a classic 1925 BK Limestone,10263251,Marietta,Brooklyn,Crown Heights,40.66952,-73.94377,Entire home/apt,150,3,154,2019-06-24,2.27,1,218
4272,2823023,"Cozy One Bedroom + Loft in Manhattan, NYC",14441566,Paula,Manhattan,Midtown,40.76147,-73.9761,Entire home/apt,200,4,7,2019-06-24,0.93,1,32
1047,436510,Beautiful corner prewar apartment in Williamsburg,2168251,Jennifer,Brooklyn,Williamsburg,40.7108,-73.96226,Entire home/apt,200,3,16,2018-09-25,0.19,1,291
42339,32857508,10 min to Manhattan: Cozy share,247189581,Helena,Brooklyn,Fort Greene,40.68637,-73.97431,Shared room,25,2,8,2019-06-14,1.95,5,32
37814,29942679,Cozy 1 Bedroom in Prospect Park South,3429147,Karl,Brooklyn,Flatbush,40.65092,-73.9632,Entire home/apt,120,3,2,2019-05-04,0.61,1,31
46752,35418634,"Cosy space,10mins from Manhattan!!",266561095,Vlada,Queens,Astoria,40.75566,-73.91742,Entire home/apt,85,1,1,2019-06-23,1.0,1,27
22438,18134948,"Room w/private bathroom, Breakfast & 7min to Manh",1746238,Kat,Brooklyn,Williamsburg,40.71398,-73.94702,Private room,169,5,60,2019-01-01,2.22,1,50
31822,24831549,Sleek Studio in FiDi by Sonder,12243051,Sonder,Manhattan,Financial District,40.70571,-74.00833,Entire home/apt,182,29,1,2019-05-18,0.57,96,333
12200,9459232,Bedroom in spacious apt w/ backyard,4052055,Lorien,Manhattan,East Village,40.724,-73.98376,Private room,45,1,1,2015-12-21,0.02,1,0
32212,25191316,Gorgeous Private room near NYC,12931469,Margarita,Staten Island,Great Kills,40.54889,-74.14199,Private room,50,2,4,2018-11-05,0.3,3,84
21022,16659337,Spacious apartment in delightful Cobble Hill,9870527,Josh,Brooklyn,Boerum Hill,40.6862,-73.98906,Entire home/apt,220,2,17,2019-06-19,0.66,1,167
8793,6747958,1 cozy & centrally located bedroom,20904647,Christina,Brooklyn,Fort Greene,40.68662,-73.97602,Private room,90,4,32,2019-07-03,0.67,1,295
11036,8523742,Uptown Studio With Character,44881523,Russell,Manhattan,Harlem,40.8294,-73.94695,Entire home/apt,99,3,13,2017-08-07,0.28,1,0
3018,1763956,Nice cozy bedroom with cool views in Hell's kit..!,9271872,Anthony,Manhattan,Hell's Kitchen,40.76421,-73.99115,Private room,80,5,62,2019-06-23,1.72,2,23
29843,22971074,"Stunning, Duplex Apartment in Beautiful Bed-Stuy",19074249,Danika & Cary,Brooklyn,Bedford-Stuyvesant,40.67839,-73.92532,Entire home/apt,150,2,59,2019-06-08,3.55,1,231
39517,30770723,Live in an Art Curator's Home,599076,Stephanie,Brooklyn,Bushwick,40.70035,-73.92323,Private room,70,1,5,2019-04-21,0.78,1,81
23551,19058691,HUGE**Washington Square Park**3BEDROOM SKY~LOFT,133045713,Joe,Manhattan,Greenwich Village,40.73647,-73.99699,Entire home/apt,578,5,70,2019-07-01,2.84,1,240
39310,30676672,New York City cozy creative,19759400,Samantha,Manhattan,Upper East Side,40.76117,-73.96019,Private room,96,2,28,2019-06-30,6.83,1,31
19071,15149187,Master bedroom in the heart of Greenpoint!,6314010,Kevin,Brooklyn,Greenpoint,40.72679,-73.94838,Private room,55,2,51,2017-09-26,1.52,1,0
43533,33710554,"PRIDE Perfect! Bright, Clean & New W. Village Flat",254107226,Katherine,Manhattan,West Village,40.73593,-74.00438,Entire home/apt,260,3,2,2019-07-05,1.03,1,10
39542,30792105,Wonderful Queen Room Next to Manhattan,36732553,Miriam,Queens,Astoria,40.75616,-73.91657,Private room,60,15,3,2019-03-31,0.48,3,331
21701,17437772,Private room in Harlem,200243,Laetitia,Manhattan,Harlem,40.8255,-73.9435,Private room,55,1,8,2019-05-14,0.28,2,293
19661,15745269,Cozy and spacious 1 BR near Columbia University,25851147,Victoria,Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46
33931,26871256,Just Relax and Enjoy :-),142590597,Joica,Brooklyn,East New York,40.6743,-73.87368,Private room,119,1,6,2019-06-30,2.22,6,180
15244,12191116,cheap & safe next to Central PK,57070933,Yiin,Manhattan,Upper West Side,40.79981,-73.96097,Private room,60,1,5,2016-07-12,0.14,2,0
36008,28609705,20 mins from Manhattan. 10 mins frm S.I. ferry.,215922295,Muneeb,Staten Island,Rosebank,40.61088,-74.07327,Entire home/apt,200,5,8,2019-06-05,1.0,1,244
35126,27854183,Private Room in the heart of Williamsburg,35959456,Karim,Brooklyn,Williamsburg,40.71893,-73.95866,Private room,95,1,47,2019-07-06,4.35,1,28
11735,9125917,Cosy private room in the City !,20233581,Sofia,Manhattan,Kips Bay,40.73833,-73.98058,Private room,73,1,4,2016-01-05,0.09,1,0
906,329310,Creative Director's Chinatown Loft,1681546,Todd,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,15,9,2016-05-14,0.1,1,190
43314,33579779,Great Apartment super close to the train.,198666639,Bernard,Brooklyn,Cypress Hills,40.67875,-73.90704,Entire home/apt,160,2,2,2019-06-18,2.0,1,162
13207,9966717,"Spacious, Sunny, Holiday in Brklyn!",51216049,Natalie,Brooklyn,Crown Heights,40.67758,-73.93547,Private room,49,1,2,2016-01-02,0.05,1,0
36368,28927290,Gentleman's Quarters,43392243,Rita,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,2019-07-07,4.89,4,177
29175,22397992,Gorgeous open space apartment!,137675040,Brandon,Manhattan,Harlem,40.81455,-73.95122,Private room,90,3,1,2018-05-30,0.07,1,0
38223,30146411,Luxury West Village private Townhouse 5B Garden,101080203,Luxury Property,Manhattan,Gramercy,40.73652,-73.98618,Entire home/apt,3000,1,1,2018-12-16,0.15,1,365
3331,1988823,Family Friendly Apt in Quiet Building,10256663,Rachel,Manhattan,Harlem,40.81402,-73.94358,Entire home/apt,175,3,136,2019-07-02,2.0,1,171
34513,27369713,"Welcome to NY :) new, clean and beautiful house",206260220,Idalia,Queens,Jackson Heights,40.75589,-73.85755,Private room,60,1,38,2019-07-07,3.76,1,315
3324,1984486,Comfortable Brown Stone apartment ,10239152,Joyce,Brooklyn,Crown Heights,40.67468,-73.94184,Entire home/apt,150,2,43,2019-04-27,0.64,1,285
35534,28207491,Large One-bedroom Apartment in Crown Heights.,105085784,Jaime,Brooklyn,Crown Heights,40.664,-73.93328,Entire home/apt,75,1,54,2019-07-01,9.36,1,20
16106,13016230,Peaceful and Pleasant Studio,30074012,Laura,Brooklyn,Flatbush,40.63887,-73.96667,Entire home/apt,80,3,32,2018-09-21,0.85,1,0
24339,19602390,Stylish Brooklyn Studio,137817563,Tal & Amarelle,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93052,Entire home/apt,100,3,68,2019-07-02,2.81,4,128
24143,19452119,Huge Modern Room in a Large Apartment - Manhattan,90531014,Nabeela,Manhattan,East Harlem,40.78565,-73.9436,Private room,100,2,10,2019-01-01,0.42,1,66
528,193105,Columbus Circle Luxury Bldg - Private Room&Bath,936114,Marcela,Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,150,28,43,2019-06-29,0.45,2,258
1553,702551,UWS renovated 2bedroom 2bath near everything.,3606458,Mathew,Manhattan,Upper West Side,40.79507,-73.97568,Entire home/apt,900,1,7,2019-01-01,0.09,2,365
26452,21055153,Chez Jazzy Midtown East,151681101,Chez,Manhattan,Midtown,40.75614,-73.96706,Entire home/apt,225,5,30,2018-10-31,1.4,1,0
41272,32123225,Top Luxury 3BR 2BA Balcony ->Gym City& River Views,65929049,Bar,Manhattan,Midtown,40.74838,-73.98444,Entire home/apt,799,5,2,2019-05-05,0.39,1,343
2733,1475427,Cozy Twin for the NYC Win! [Gay/LGBT Friendly],7896605,Daveyjoe!,Queens,Sunnyside,40.74234,-73.92579,Private room,102,5,8,2018-01-02,0.24,1,0
7850,6004567,BEST LOCATION 12ST BY UNION SQUARE,28720717,Albert,Manhattan,East Village,40.73235,-73.98646,Entire home/apt,499,30,11,2019-03-03,0.52,2,332
3188,1903249,The heart of Manhattan - NYC,3187531,Michelle,Manhattan,Chelsea,40.74676,-74.00234,Private room,75,1,202,2019-06-05,3.19,1,0
26325,20982002,Bright Spacious Room in BedStuy - 20min from City,12528835,Paula,Brooklyn,Bedford-Stuyvesant,40.68909,-73.95282,Private room,90,2,29,2019-06-30,1.36,2,167
5917,4320934,Central Harlem large beautiful studio,11790239,Mina,Manhattan,Harlem,40.81599,-73.94676,Entire home/apt,133,1,20,2019-05-22,0.36,3,345
29046,22339572,*Tr)  Charming Private Room 20 min to manhattan,154258141,Elsie,Brooklyn,Bushwick,40.68822,-73.91639,Private room,64,2,46,2019-06-19,2.67,10,352
24906,19964343,Brooklyn Apartment,141544900,Cathy,Brooklyn,East Flatbush,40.6455,-73.9444,Entire home/apt,56,1,82,2019-05-12,3.64,1,22
23174,18758525,Large studio-Luxury Building Times Square,65744549,Ava,Manhattan,Hell's Kitchen,40.75997,-73.99923,Entire home/apt,254,1,18,2018-09-07,0.72,1,0
23572,19071374,Artist Room,133147190,Ocean,Brooklyn,Bushwick,40.70114,-73.91763,Private room,70,2,1,2017-06-17,0.04,1,179
40259,31221208,"Sunny 1 bedroom in Greenpoint, great location!",105584927,Lilly,Brooklyn,Greenpoint,40.72173,-73.94664,Entire home/apt,75,2,8,2019-04-07,1.3,1,0
369,106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,2019-06-26,3.83,2,247
9988,7679697,Midtown West Modern Charming 1BD Apt near Times Sq,5513694,Paul,Manhattan,Hell's Kitchen,40.76377,-73.98786,Entire home/apt,200,2,49,2019-05-10,1.06,1,205
32008,24988189,Da Sanctum,26796335,Guillermo,Manhattan,Upper West Side,40.79891,-73.96446,Entire home/apt,225,2,29,2019-06-30,2.21,1,35
6530,4737930,Spanish Harlem Apt,1235070,Olson,Manhattan,East Harlem,40.79264,-73.93898,Entire home/apt,9999,5,1,2015-01-02,0.02,1,0
20168,16148141,A charming Art-deco upper Manhattan,105384236,Aleksandra,Manhattan,Washington Heights,40.85425,-73.93585,Private room,80,1,11,2019-06-02,0.6,1,31
25566,20465477,Beautiful 2-bed apartment in leafy Boerum Hill,60350045,Katie,Brooklyn,Boerum Hill,40.68597,-73.98507,Entire home/apt,150,7,2,2018-09-09,0.14,2,0
5547,4033521,Brooklyn 1 BR Near Subway,1369577,Thomas & Gaby,Brooklyn,Crown Heights,40.67441,-73.92371,Entire home/apt,60,6,144,2019-06-18,2.5,2,59
13969,10605897,Chic Modern Luxury Apartment. 2 bed 2 bath.  Patio,13731605,Antonella,Brooklyn,Crown Heights,40.67689,-73.93967,Entire home/apt,199,4,52,2019-06-24,1.31,2,242
47967,36004542,Cosy Bedroom in the Heart of Manhattan,30461045,Dayana,Manhattan,Midtown,40.76384,-73.98248,Private room,125,1,6,2019-07-01,6.0,1,142
17370,13700820,Private Room with Queen-size Bed,3856352,Bryan,Manhattan,East Harlem,40.7974,-73.9354,Private room,40,4,14,2018-11-27,0.41,1,0
2777,1520806,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,347642,Jullien,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92804,Entire home/apt,170,3,134,2019-06-20,2.0,3,209
13859,10482237,Interfaith Retreat Guest Rooms (Ganges),16677326,Alex And Zeena,Manhattan,Chelsea,40.74751,-73.99483,Private room,85,1,165,2019-06-24,3.96,12,338
2058,921862,Breathtaking view of New York city,4957149,George,Manhattan,Upper West Side,40.7886,-73.97553,Entire home/apt,190,28,28,2019-05-31,0.41,1,283
21871,17573621,The Queens Bungalow,331658,Brittney,Queens,Glendale,40.69643,-73.89362,Entire home/apt,65,3,19,2019-07-02,0.7,1,104
13824,10434806,Studio near to TIME SQUARE,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76486,-73.99479,Entire home/apt,150,30,8,2018-05-04,0.2,31,298
1422,638894,"1-BDRM, Good Light, Fire-Escape, AC",1182294,Jonny,Brooklyn,Crown Heights,40.67639,-73.96003,Entire home/apt,110,5,3,2016-01-11,0.04,1,15
4409,2995209,"NEW! Gorgeous 1-BR, Colorful Design",13347167,AFI Apartments,Manhattan,Upper East Side,40.77126,-73.95671,Entire home/apt,116,30,1,2014-06-14,0.02,29,335
40042,31095373,Private room in a quiet apartment,144124452,Yemi,Queens,Rosedale,40.65433,-73.73638,Private room,35,1,3,2019-06-22,0.47,3,46
25325,20254247,Comfy room close to everything!,67444730,Jaafar,Brooklyn,Bedford-Stuyvesant,40.69444,-73.95116,Private room,60,30,2,2017-08-27,0.09,2,0
35399,28081740,Classic and Charming Upper West Side NYC Apt,7341856,Lenore,Manhattan,Upper West Side,40.78162,-73.9753,Entire home/apt,175,1,1,2018-09-02,0.1,1,195
30509,23611312,Spacious & Cozy Historical Flat,19922549,Dan,Manhattan,Two Bridges,40.7115,-73.9952,Entire home/apt,300,3,24,2019-06-30,1.76,1,32
34379,27260995,2br apt for rent daily 10min away in train to City,114887819,Fernando,Brooklyn,Bushwick,40.69752,-73.93497,Entire home/apt,245,2,5,2019-06-03,0.79,1,128
15265,12223531,Spacious and sun-drenched bedroom,2018172,Mimi,Brooklyn,Williamsburg,40.70751,-73.95441,Private room,80,1,2,2016-08-17,0.05,1,0
25118,20127311,Peaceful apartment,10112706,Luz,Queens,Ridgewood,40.70709,-73.89422,Entire home/apt,49,2,59,2019-06-18,3.09,1,24
39236,30587461,Cozy Quaint Modern Garden Apartment,229443636,Burhan,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95279,Entire home/apt,349,2,15,2019-06-02,2.11,1,349
